,Unnamed: 0,companies,description,endDate,program,projectStatus,projecturl,startDate,state,tagline,techCat1,techCat2,awardAmount,OPEN,costTarget,recipientType,Partners,coder1,coder2,coder3,coder4,coder5,coder1notes,coder2notes,coder3notes,coder4notes,coder5notes,dummyCoder,FinalDecision,Notes,counter,endYr,startYr,yrGrp,early,middle,late,dum09,dum10,dum11,dum12,dum13,dum14,dum15,dum16,dum17,dum18,ForProf,TC_TF,TC_DG,TC_TS,TC_SS,TC_BE,TC_RE,TC_ME,TC_CG,TC_EE,TC_GR,TC_TV,TC_TN,TC_OT
327,327,Triton Systems,"Triton Systems will develop and demonstrate a high efficiency windowpane system that will encourage retrofitting of single-pane windows. Triton's Multifunctional Glazing System (MGS) will potentially provide a better balance of performance with cost and weight versus double-pane insulated glass units. The system combines a nanoparticle-polymer composite film with an insulating layer of a porous material filled with air, to provide thermal insulation. The team will enhance the pane's durability by incorporating a nanocomposite edge seal. The thickness of the MGS will be less than ? inch, ensuring its compatibility with most single-pane window sashes as a direct glazing replacement.

",2018-03-13,SHIELD,ALUMNI,?q=slick-sheet-project/multifunctional-glazing-system,2017-02-06,Massachusetts,Multifunctional Glazing System,Building Efficiency, ,3.2245,0.0,Yes,For-profit,1,Perish,blank,Persist,blank,blank,"Only patent is from before arpa-e, no products",blank,can't find on business website,blank,blank,blank,Perish,,0,8.0,8.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
328,328,Tulane University,"Tulane University and its partners are developing a hybrid solar energy system capable of capturing, storing, and dispatching solar energy.  The system will collect sunlight using a dual-axis tracker with concentrator dish that focuses sunlight onto a hybrid solar energy receiver. Ultraviolet and visible light is collected in very high efficiency solar cells with approximately half of this part of the spectrum converted to electricity. The infrared part of the spectrum passes through the cells and is captured by a thermal receiver that converts this part of the spectrum into heat with nearly 95% efficiency. The heat is captured by a fluid that is heated to a temperature between 100 - 590?C. This heat energy can be immediately for a variety of commercial and industrial applications that require thermal energy or the heat may be stored in a small-scale thermal energy storage bank that stores energy for conversion to electricity by a heat engine when needed most. Tulane University's system will enable efficient use of the full solar spectrum while storing a large component of sunlight as heat for industrial processes or conversion into electricity at any time of day.

",2018-09-30,FOCUS,ALUMNI,?q=slick-sheet-project/hybrid-solar-converter,2014-08-01,Louisiana,Hybrid Solar Converter,Distributed Generation, ,3.299936,0.0,Yes,Non-profit,1,Pivot,Persist,blank,blank,blank,dont think they hit cost targets,Patent Application in 2018,blank,blank,blank,blank,Pivot,x,0,8.0,5.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
329,329,TVN Systems,"TVN Systems is developing an advanced hydrogen-bromine flow battery that incorporates a low-cost membrane and durable catalyst materials. A flow battery's membrane separates its active materials and keeps them from mixing, while the catalyst serves to speed up the chemical reactions that generate electricity. Today's hydrogen-bromine batteries use very expensive membrane material and catalysts that can degrade as the battery is used. TVN is exploring new catalysts that will last longer than today's catalysts, and developing new membranes at a fraction of the cost of today's membranes. Demonstrating long-lasting, cost-competitive storage systems could enable deployment of renewable energy technologies throughout the grid.
",2015-06-30,GRIDS,ALUMNI,?q=slick-sheet-project/hydrogen-bromine-battery,2012-10-01,Kansas,Hydrogen Bromine Battery,Storage, ,1.719335,0.0,Yes,For-profit,0,Perish,blank,blank,blank,Perish,,blank,blank,blank,See above - same project? TVN\,blank,Perish,,0,5.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
330,330,United Technologies Research Center (UTRC),"United Technologies Research Center (UTRC) is using additive manufacturing techniques to develop an ultra-high-efficiency electric motor for automobiles. The process and design does not rely on rare earth materials and sidesteps any associated supply concerns. Additive manufacturing uses a laser to deposit copper and insulation, layer-by-layer, instead of winding wires. EV motors rely heavily on permanent magnets, which are expensive given the high concentrations of rare earth material required to deliver the performance required in today's market. UTRC's efficient manufacturing method would produce motors that reduce electricity use and require less rare earth material. This project will also examine the application of additive manufacturing more widely for other energy systems, such as renewable power generators.
",2016-03-31,OPEN 2012,ALUMNI,?q=slick-sheet-project/additive-manufacturing-electric-vehicle-motors,2013-02-12,Connecticut,Additive Manufacturing for Electric Vehicle Motors,Manufacturing Efficiency, ,2.69997,1.0,No,For-profit,1,Pivot,blank,blank,blank,Persist,"Still pretty researchy, no specific product",blank,blank,blank,"UT still active in additive manufacturing, but hard to track if specific to this applicaiton",blank,Pivot,"Still pretty researchy, no specific product",0,6.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
331,331,United Technologies Research Center (UTRC),"United Technologies Research Center (UTRC) will develop a proof-of-concept for an innovative new vehicle energy-storage system. The UTRC team is leveraging experience from a previous ARPA-E project focused on grid-scale energy storage, the GRIDS: Breakthrough Flow Battery Cell Stack project, to develop a high-performance redox-air flow cell (RFC) system for EVs. A flow battery is a cross between a traditional battery and a fuel cell. Flow batteries store their energy in external tanks instead of inside the cell itself. If successful, the RFC will: (1) store its energy in a liquid solution at ambient pressure in a conformable plastic tank; (2) be readily packaged inside of an EV given the RFC's high power and energy densities, and (3) be rechargeable either onboard the vehicle like a conventional battery or by rapidly exchanging the discharged solution in the tank with charged solution at a refueling station. A novel recharging method will be employed to dramatically improve the round-trip energy efficiency for cells operating with an air electrode. Technologies like the RFC hold the potential to dramatically decrease the cost of EVs and enable greater adoption of EVs, allowing for increased energy efficiency, decreased petroleum imports, and substantial savings to the average consumer.

",2016-07-01,IDEAS,ALUMNI,?q=slick-sheet-project/high-performance-transportation-redox-air-flow-cells,2015-07-02,Connecticut,High Performance Transportation Redox-Air Flow Cells,Storage, ,0.499922,1.0,No,For-profit,0,Pivot,blank,blank,blank,Pivot,Went back to grid stuff?,blank,blank,blank,Pivot from EV to Grid,blank,Pivot,Went back to grid stuff?,0,6.0,6.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
332,332,United Technologies Research Center (UTRC),"United Technologies Research Center (UTRC) is developing an intermediate-temperature fuel cell for residential applications that will combine a building's heating and power systems into one unit. Existing fuel cell technologies usually focus on operating low temperatures for vehicle technologies or at high temperatures for grid-scale applications. By creating a metal-supported proton conducting fuel cell with a natural gas fuel processor, UTRC could lower the operating system temperatures to under 500 ?C. The use of metal offers faster start-up times and the possibility of lower manufacturing costs and additional automation options, while the proton conducting electrolyte offers the potential for higher ionic conductivity at lower temperatures than regular oxygen conducting solid oxide electrolyte materials. An intermediate temperature electrolyte will be used to achieve a lower operating temperature, while a redesigned cell architecture will increase the efficiency and lower the cost of UTRC's overall system.

",2018-03-19,REBELS,ALUMNI,?q=slick-sheet-project/intermediate-temperature-solid-oxide-fuel-cell-stack,2014-10-01,Connecticut,Intermediate Temperature Solid Oxide Fuel Cell Stack,Distributed Generation,Storage,3.349695,0.0,Yes,For-profit,1,Pivot,Perish,blank,blank,blank,https://www.nature.com/articles/s41560-017-0085-9,"Recent publications, but patent has been abandoned",blank,blank,blank,blank,Perish,,0,8.0,5.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
333,333,United Technologies Research Center (UTRC),"United Technologies Research Center (UTRC) will develop design tools and software for new thermofluidc components that can lead to 50% efficiency improvements in heat exchangers and other related energy systems. Modern heat exchangers and flow headers used in energy systems such as thermal power plants are not optimally designed due to a lack of advanced design tools that can optimize performance given manufacturing and cost limitations. UTRC's design framework will focus on topology exploration and optimization - the mathematical method of optimizing material layouts within a given design space for a given set of loads, conditions, and constraints. The design space will be redefined by emerging advancements in materials such as multi-material composites and custom microstructures. Constraints are imposed by manufacturing limitations and the application of new technologies such as 3D weaving and 3D printing. The requirements of next-generation systems will also be considered, for example, the high temperature and pressure requirements of advanced steam turbines. The design framework will assess the design space, constraints, and requirements using two key innovations. First, topology exploration methods developed for heat exchangers will harness emerging advancements in data sciences to produce new concept designs for the heat exchanger core, headers, and their assemblies. Second, a projection-based topology optimization method will optimize designs for specific manufacturing processes and costs. The new design framework may lead to greater than 50% improvements for heat exchangers by providing new ways to integrate advanced materials and manufacturing techniques.

",2018-03-31,IDEAS,ALUMNI,?q=slick-sheet-project/design-ultra-efficient-thermal-fluid-components,2017-04-01,Connecticut,Design of Ultra-Efficient Thermal-Fluid Components,Manufacturing Efficiency, ,0.479232,1.0,No,For-profit,0,Pivot,blank,blank,blank,Persist,"research project, kind of dead",blank,blank,blank,,blank,Pivot,"research project, kind of dead",0,8.0,8.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
334,334,United Technologies Research Center (UTRC),"United Technologies Research Center (UTRC) is developing a flow battery with a unique design that provides significantly more power than today's flow battery systems. A flow battery is a cross between a traditional battery and a fuel cell. Flow batteries store their energy in external tanks instead of inside the cell itself. Flow batteries have traditionally been expensive because the battery cell stack, where the chemical reaction takes place, is costly. In this project, UTRC is developing a new stack design that achieves 10 times higher power than today's flow batteries. This high power output means the size of the cell stack can be smaller, reducing the amount of expensive materials that are needed. UTRC's flow battery will reduce the cost of storing electricity for the electric grid, making widespread use feasible.
",2013-09-30,GRIDS,ALUMNI,?q=slick-sheet-project/breakthrough-flow-battery-cell-stack,2010-09-09,Connecticut,Breakthrough Flow Battery Cell Stack,Storage, ,3.599894,0.0,Yes,For-profit,1,Pivot,blank,blank,blank,Persist,"Still going, doubt they've hit cost targets",blank,blank,blank,Vionx commercialized technology,blank,Pivot,"Still going, doubt they've hit cost targets",0,3.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
335,335,United Technologies Research Center (UTRC),"United Technologies Research Center (UTRC) is developing a new climate-control system for EVs that uses a hybrid vapor compression adsorption system with thermal energy storage. The targeted, closed system will use energy during the battery-charging step to recharge the thermal storage, and it will use minimal power to provide cooling or heating to the cabin during a drive cycle. The team will use a unique approach of absorbing a refrigerant on a metal salt, which will create a lightweight, high-energy-density refrigerant. This unique working pair can operate indefinitely as a traditional vapor compression heat pump using electrical energy, if desired. The project will deliver a hot-and-cold battery that provides comfort to the passengers using minimal power, substantially extending the driving range of EVs.
",2015-01-03,HEATS,ALUMNI,?q=slick-sheet-project/hybrid-vapor-compression-adsorption-system,2012-01-04,Connecticut,Hybrid Vapor Compression Adsorption System,Transportation Storage, ,2.646509,0.0,Yes,For-profit,0,Perish,blank,blank,blank,blank,nothing for EV climate control,blank,blank,blank,blank,blank,Perish,nothing for EV climate control,0,5.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
336,336,United Technologies Research Center (UTRC),"United Technologies Research Center (UTRC) is developing a conformable modular storage tank that could integrate easily into the tight spaces in the undercarriage of natural gas-powered vehicles. Traditional steel and carbon fiber natural gas storage tanks are rigid, bulky, and expensive, which adds to the overall cost of the vehicle and discourages broad use of natural gas vehicles. UTRC is designing modular natural gas storage units that can be assembled to form a wide range of shapes and fit a wide range of undercarriages. UTRC's modular tank could substantially improve upon the conformability level of existing technologies at a cost of approximately $1500, considerably less than today's tanks.

",2016-03-31,MOVE,ALUMNI,?q=slick-sheet-project/modular-natural-gas-tank,2012-10-01,Connecticut,Modular Natural Gas Tank,Transportation Fuels, ,4.188331,0.0,Yes,For-profit,1,Persist,blank,blank,Persist,blank,,blank,blank,,blank,blank,Persist,,0,6.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
337,337,United Technologies Research Center (UTRC),"United Technologies Research Center (UTRC) is developing an air conditioning system that is optimized for use in warm and humid climates. UTRC's air conditioning system integrates a liquid drying agent or desiccant and a traditional vapor compression system found in 90% of air conditioners. The drying agent reduces the humidity in the air before it is cooled, using less energy. The technology uses a membrane as a barrier between the air and the liquid salt stream allowing only water vapor to pass through and not the salt molecules. This solves an inherent problem with traditional liquid desiccant systems--carryover of the liquid drying agent into the conditioned air stream--which eliminates corrosion and health issues.
",2014-08-31,BEETIT,ALUMNI,?q=slick-sheet-project/liquid-desiccant-air-conditioners,2010-09-02,Connecticut,Liquid Desiccant in Air Conditioners,Building Efficiency, ,3.079168,0.0,Yes,For-profit,0,Perish,blank,Persist,blank,blank,No products match this description,blank,,blank,blank,blank,Pivot,,0,4.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
338,338,University of Alabama,"The University of Alabama is developing new iron- and manganese-based composite materials for use in the electric motors of EVs and renewable power generators that will demonstrate magnetic properties superior to today's best rare-earth-based magnets. Rare earths are difficult and expensive to refine. EVs and renewable power generators typically use rare earths to make their electric motors smaller and more powerful. The University of Alabama has the potential to improve upon the performance of current state-of-the-art rare-earth-based magnets using low-cost and more abundant materials such as manganese and iron. The ultimate goal of this project is to demonstrate improved performance in a full-size prototype magnet at reduced cost.
",2013-09-30,REACT,ALUMNI,?q=slick-sheet-project/rare-earth-free-nanostructure-magnets,2012-02-08,Alabama,Rare-Earth-Free Nanostructure Magnets,Resource Efficiency, ,0.71295,0.0,Yes,Non-profit,0,Pivot,blank,Persist,blank,blank,,blank,,blank,blank,blank,Pivot,super fundamental,0,3.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
339,339,University of Arizona,"University of Arizona is developing a hybrid solar converter that splits the light spectrum, sending a band of the solar spectrum to solar cells to generate electricity and the rest to a thermal fluid to be stored as heat. The team's converter builds off the CSP trough concentrator design, integrating a partially transmitting mirror near the focus to reflect visible wavelengths of light onto high-efficiency solar cells while passing ultraviolet and most infrared light to heat a thermal fluid. The visible light is concentrated further before reaching the solar cells to maximize their power output. A thermal management system built into the solar cells allows them to be maintained at an optimal operating temperature and could be used to recover useful waste heat. Hot thermal fluid generated by the converter can be stored and used when needed to drive a turbine to produce electricity. The converter leverages the advantages of both PV and CSP to use each portion of the solar spectrum most effectively. This could enable utilities to provide dispatchable, on-demand, solar electricity at low cost even when the sun does not shine.

",2018-08-10,FOCUS,ALUMNI,?q=slick-sheet-project/partially-transmitting-mirror,2017-08-11,Arizona,Partially Transmitting Mirror,Distributed Generation, ,4.182915,0.0,Yes,Non-profit,0,Pivot,Persist,blank,blank,blank,Nothing about cost target,DWP seems to be working on the same thing,blank,blank,blank,blank,Pivot,x,0,8.0,8.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
340,340,"University of California, Berkeley (UC Berkeley)","The University of California, Berkeley (UC Berkeley) is developing a method for identifying the best metal organic frameworks for use in capturing CO<sub>2</sub> from the flue gas of coal-fired power plants. Metal organic frameworks are porous, crystalline compounds that, based on their chemical structure, vary considerably in terms of their capacity to grab hold of passing CO<sub>2</sub> molecules and their ability to withstand the harsh conditions found in the gas exhaust of coal-fired power plants. Owing primarily to their high tunability, metal organic frameworks can have an incredibly wide range of different chemical and physical properties, so identifying the best to use for CO<sub>2</sub> capture and storage can be a difficult task. UC Berkeley uses high-throughput instrumentation to analyze nearly 100 materials at a time, screening them for the characteristics that optimize their ability to selectively adsorb CO<sub>2</sub> from coal exhaust. Their work will identify the most promising frameworks and accelerate their large-scale commercial development to benefit further research into reducing the cost of CO<sub>2</sub> capture and storage.

",2015-09-25,IMPACCT,ALUMNI,?q=slick-sheet-project/metal-organic-framework-research,2010-07-01,California,Metal Organic Framework Research,Resource Efficiency, ,4.960431,0.0,No,Non-profit,1,Pivot,blank,Persist,blank,blank,Focusing on biomethane,blank,,blank,blank,blank,Pivot,,0,5.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
341,341,"University of California, Berkeley (UC Berkeley)","The University of California, Berkeley (UC Berkeley) and Indoor Reality are developing a portable scanning system and the associated software to rapidly generate indoor thermal and physical building maps.  This will allow for cost-effective identification of building inefficiencies and recommendation of energy-saving measures. The scanning system is contained in a backpack which an operator would wear while walking through a building along with a handheld scanner.  The backpack features sensors that collect building data such as room size and shape along with associated thermal characteristics. These data can then be automatically processed to detect building elements, such as windows and lighting, and then generate 2D floor plans and 3D maps of the building geometry and thermal features. The backpack technology enables rapid data collection and export to existing computer models to guide strategies that could reduce building energy usage. Because the skills required to operate this technology are less than required for a traditional energy audit and the process is significantly faster, the overall cost of the audit can be reduced and the accuracy of the collected data is improved. This reduced cost should incentivize more building managers to conduct energy audits and implement energy saving measures.

",2016-11-30,OPEN 2012,ALUMNI,?q=slick-sheet-project/rapid-building-energy-modeler-rapmod,2013-04-08,California,Rapid Building Energy Modeler - RAPMOD,Building Efficiency, ,3.571837,1.0,No,Non-profit,0,Persist,blank,Persist,blank,blank,,blank,,blank,blank,blank,Persist,,0,6.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
342,342,"University of California, Berkeley (UC Berkeley)","The University of California, Berkeley (UC Berkeley) is developing a device to monitor and measure electric power data from the grid's distribution system. The new instrument--known as a micro-phasor measurement unit (?PMU)--is designed to measure critical parameters such as voltage and phase angle at different locations, and correlate them in time via extremely precise GPS clocks. The amount of phase angle difference provides information about the stability and direction of power flow. Data collected from a network of these ?PMUs would facilitate better monitoring and control of grid power flow--a critical element for integrating intermittent and renewable resources, such as rooftop solar and wind energy, and other technologies such as electric vehicles and distributed storage.

",2018-06-30,OPEN 2012,ALUMNI,?q=slick-sheet-project/measuring-phase-angle-change-power-lines,2013-03-01,California,Measuring Phase Angle Change in Power Lines,Grid, ,6.182674,1.0,No,Non-profit,1,Persist,blank,Persist,blank,blank,,blank,,blank,blank,blank,Persist,,0,8.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
343,343,"University of California, Berkeley (UC Berkeley)","The University of California, Berkeley (UC Berkeley) will team with WiTricity to develop and integrate highly resonant wireless power transfer technology to deliver efficient local thermal amenities to the feet, hands, face, and trunk of occupants in workstations.  Until now, local comfort devices have had little market traction because they had to be tethered by a cord to a power source.  The team will leverage on-going developments in wireless charging systems for consumer electronics to integrate high-efficiency power transmitting devices with local comfort devices such as heated shoe insoles and cooled and heated office chairs. The team will develop four types of local comfort devices to  deliver heating and cooling  most effectively. The devices will draw very little electrical power and enable potential HVAC energy savings of at least 30%.

",2018-06-30,DELTA,ALUMNI,?q=slick-sheet-project/wirelessly-powered-heating-and-cooling-devices,2015-05-14,California,Wirelessly Powered Heating and Cooling Devices,Building Efficiency, ,2.618462,0.0,Yes,Non-profit,0,Perish,blank,Persist,blank,blank,Witricity (partner) focusing on automotive charging,blank,,blank,blank,blank,Perish,,0,8.0,6.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
344,344,"University of California, Davis (UC Davis)","The University of California, Davis (UC Davis) will engineer new biological pathways for bacteria to convert ethylene to a liquid fuel. Currently, ethylene is readily available and used by the chemicals and plastics industries to produce a wide range of useful products, but it cannot be cost-effectively converted to a liquid fuel like butanol, an alcohol that can be used directly as part of a fuel blend. UC Davis is addressing this problem with synthetic biology and protein engineering. The team will engineer ethylene assimilation pathways into a host organism and use that organism to convert ethylene into n-butanol, an important platform chemical with broad applications in many chemical and fuel markets. This technology could provide a transformative route from methane to liquid biofuels that is more efficient than ones found in nature.
",2017-09-30,REMOTE,ALUMNI,?q=slick-sheet-project/ethylene-butanol,2014-01-07,California,Ethylene-to-Butanol,Transportation Fuels, ,1.5,0.0,Yes,Non-profit,0,Pivot,blank,blank,Persist,blank,,blank,blank,,blank,blank,Pivot,,0,7.0,5.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345,345,"University of California, Irvine (UC Irvine)","The University of California, Irvine (UC Irvine) will develop a dynamically adjustable thermoregulatory fabric. This fabric leverages established heat-managing capabilities of space blankets and color-changing polymers inspired by squid skin that will provide wearers with the unique ability to adaptively harness their own individual radiant heat production. This technology holds the potential to establish an entirely new line of personal apparel and localized thermal management products that could significantly reduce the energy required to heat and cool buildings.

",2018-04-19,DELTA,ALUMNI,?q=slick-sheet-project/thermocomfort-cloth,2015-04-20,California,Thermocomfort Cloth,Building Efficiency, ,2.367426,0.0,Yes,Non-profit,1,Pivot,blank,Persist,blank,blank,,blank,,blank,blank,blank,Persist,,0,8.0,6.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
346,346,"University of California, Los Angeles (UCLA)","The University of California, Los Angeles (UCLA) and NASA's Jet Propulsion Laboratory (JPL) are creating cost-effective storage systems for solar thermal energy using new materials and designs. A major drawback to the widespread use of solar thermal energy is its inability to cost-effectively supply electric power at night. State-of-the-art energy storage for solar thermal power plants uses molten salt to help store thermal energy. Molten salt systems can be expensive and complex, which is not attractive from a long-term investment standpoint. UCLA and JPL are developing a supercritical fluid-based thermal energy storage system, which would be much less expensive than molten-salt-based systems. The team's design also uses a smaller, modular, single-tank design that is more reliable and scalable for large-scale storage applications.
",2016-09-30,OPEN 2009,ALUMNI,?q=slick-sheet-project/cost-effective-solar-thermal-energy-storage,2011-02-01,California,Cost-Effective Solar Thermal Energy Storage,Storage, ,2.908837,1.0,No,Non-profit,0,Pivot,blank,blank,blank,Pivot,Not doing supercritical thermal storage (sulfur),blank,blank,blank,"Current focus on low temp systems, supercritical not mentioned in 2018 review article (http://www.wirz.seas.ucla.edu/sites/default/files/publications/nithyanandam2018heat-transfer-behavior-of-elemental-sulfur-for-low-temperature-thermalenergy-storage.pdf), and only on group page in old ARPAe research project description (http://wirzresearchgroup.com/solar)",blank,Pivot,Not doing supercritical thermal storage (sulfur),0,6.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
347,347,"University of California, Los Angeles (UCLA)","The University of California, Los Angeles (UCLA) is utilizing renewable electricity to power direct liquid fuel production in genetically engineered Ralstonia eutropha bacteria. UCLA is using renewable electricity to convert carbon dioxide into formic acid, a liquid soluble compound that delivers both carbon and energy to the bacteria. The bacteria are genetically engineered to convert the formic acid into liquid fuel--in this case alcohols such as butanol. The electricity required for the process can be generated from sunlight, wind, or other renewable energy sources. In fact, UCLA's electricity-to-fuel system could be a more efficient way to utilize these renewable energy sources considering the energy density of liquid fuel is much higher than the energy density of other renewable energy storage options, such as batteries.
",2014-04-30,Electrofuels,ALUMNI,?q=slick-sheet-project/liquid-fuel-renewable-electricity-and-bacteria,2010-07-15,California,Liquid Fuel from Renewable Electricity and Bacteria,Transportation Fuels, ,4.20846,0.0,No,Non-profit,1,Pivot,blank,blank,Persist,blank,"similar research, partner company folded",blank,blank,,blank,blank,Pivot,,0,4.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348,348,"University of California, Los Angeles (UCLA)","The University of California, Los Angeles (UCLA) is redesigning the carbon fixation pathways of plants to make them more efficient at capturing the energy in sunlight. Carbon fixation is the key process that plants use to convert carbon dioxide (CO<sub>2</sub>) from the atmosphere into higher energy molecules (such as sugars) using energy from the sun. UCLA is addressing the inefficiency of the process through an alternative biochemical pathway that uses 50% less energy than the pathway used by all land plants. In addition, instead of producing sugars, UCLA's designer pathway will produce pyruvate, the precursor of choice for a wide variety of liquid fuels. Theoretically, the new biochemical pathway will allow a plant to capture 200% as much CO<sub>2</sub> using the same amount of light. The pathways will first be tested on model photosynthetic organisms and later incorporated into other plants, thus dramatically improving the productivity of both food and fuel crops.
",2015-09-30,PETRO,ALUMNI,?q=slick-sheet-project/efficient-co2-fixation-pathways,2012-01-01,California,Efficient CO2 Fixation Pathways,Transportation Fuels, ,4.076907,0.0,Yes,Non-profit,1,Perish,blank,blank,Pivot,blank,Not doing anything with biofuels recently,blank,blank,,blank,blank,Perish,,0,5.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349,349,"University of California, Los Angeles (UCLA)","The University of California, Los Angeles (UCLA) is developing a low-cost, intermediate-temperature fuel cell that will also function like a battery to increase load-following capability. The fuel cell will use new metal-oxide electrode materials--inspired by the proton channels found in biological systems--that offer superior energy storage capacity and cycling stability, making it ideal for distributed generation systems. UCLA's new materials also have high catalytic activity, which will lower the cost of the overall system. Success of this project will enable a rapid commercialization of multi-functional fuel cells for broad applications where reliable distributed generations are needed.
",2017-04-30,REBELS,ALUMNI,?q=slick-sheet-project/fuel-cells-dynamic-response-capability,2014-11-01,California,Fuel Cells with Dynamic Response Capability,Distributed Generation,Storage,1.0,0.0,Yes,Non-profit,0,Perish,Persist,blank,blank,blank,Doesn't seem like they're continuing this research,,blank,blank,blank,blank,Perish,x,0,7.0,5.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
350,350,"University of California, Los Angeles (UCLA)","The University of California, Los Angeles (UCLA) will develop a high-efficiency, synthetic metabolic pathway that transforms methanol into n-butanol, a liquid fuel that can be used as a direct substitute for gasoline due to its high energy density. In nature, the process by which organisms that feed on methane convert it into fuel is inefficient, resulting in a substantial loss of carbon in the process. UCLA's synthetic metabolic pathway would oxidize the methanol into formaldehyde, convert the formaldehyde into an essential metabolite known as acetyl-CoA, and then condense the acetyl-CoA into n-butanol. In the end, UCLA's pathway would transform 4 parts methanol into 3 parts water and 1 part n-butanol while achieving 100% carbon conversion. UCLA will also attempt to move this synthetic metabolic pathway into organisms capable of biological methane activation to create a complete methane to n-butanol microbial production system.
",2017-06-30,REMOTE,ALUMNI,?q=slick-sheet-project/synthetic-pathway-methanol-conversion,2014-01-01,California,Synthetic Pathway for Methanol Conversion,Transportation Fuels, ,3.0,0.0,Yes,Non-profit,0,Perish,blank,blank,Persist,blank,,blank,blank,https://www.nature.com/articles/s41467-018-06496-4,blank,blank,Perish,,0,7.0,5.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351,351,"University of California, Los Angeles (UCLA)","The University of California, Los Angeles (UCLA) is developing a new high-power, long-life, acid-based battery that addresses the cycle life issues associated with lead-acid batteries today. Lead-acid batteries are used extensively in gasoline-powered vehicles and even modern electric vehicles for initial ignition, but inevitably wear out after a limited number of complete discharge cycles. To solve this problem, UCLA will incorporate novel, newly-discovered material that allows the battery to store a greater electrical charge using a conventional battery design. This new battery would provide up to 500 times more charge and discharge cycles and up to 10 times the power of existing lead-acid batteries. UCLA's batteries will be compatible with comparable manufacturing processes for current lead-acid batteries, allowing for rapid, low-cost commercialization.

",2017-09-28,RANGE,ALUMNI,?q=slick-sheet-project/long-life-acid-based-battery,2016-09-29,California,"Long-Life, Acid-Based Battery",Transportation Storage, ,1.107005,0.0,Yes,Non-profit,0,Perish,blank,blank,blank,blank,Only pub associated with grant is for something totally different?,blank,blank,blank,blank,blank,Perish,Only pub associated with grant is for something totally different?,0,7.0,7.0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
